#VIN,#VehicleCategoryCode,ClassOfHybridVehicleCode,#FuelTypeCode,#FuelCode1,#FuelCode2,#FuelCode3,FuelCode4,Info manueller Change in DB: vehicleNatureCode 
BFE38vchevD104044,N1,OVC-HEV,D,10,40,44,-,38
BFE01vchevD10xxxx,N1,OVC-HEV,D,10,-,-,-,-
BFE35vchevD10xxxx,N1,OVC-HEV,D,10,-,-,-,35
BFE38vchevD10xxxx,N1,OVC-HEV,D,10,-,-,-,38
BFE01vchevD10xx0x,N1,OVC-HEV,D,10,-,0,-,-
BFE35vchevD10xx0x,N1,OVC-HEV,D,10,-,0,-,35
BFE38vchevD10xx0x,N1,OVC-HEV,D,10,-,0,-,38
BFE01vchevD10xx44,N1,OVC-HEV,D,10,-,44,-,-
BFE35vchevD10xx44,N1,OVC-HEV,D,10,-,44,-,35
BFE38vchevD10xx44,N1,OVC-HEV,D,10,-,44,-,38
BFE01vchevD5040xx,N1,OVC-HEV,D,50,40,-,-,-
BFE35vchevD5040xx,N1,OVC-HEV,D,50,40,-,-,35
BFE38vchevD5040xx,N1,OVC-HEV,D,50,40,-,-,38
BFE01vchevD50400x,N1,OVC-HEV,D,50,40,0,-,-
BFE35vchevD50400x,N1,OVC-HEV,D,50,40,0,-,35
BFE38vchevD50400x,N1,OVC-HEV,D,50,40,0,-,38
BFE01vchevD504044,N1,OVC-HEV,D,50,40,44,-,-
BFE35vchevD504044,N1,OVC-HEV,D,50,40,44,-,35
BFE38vchevD504044,N1,OVC-HEV,D,50,40,44,-,38
BFE01vchevD50xxxx,N1,OVC-HEV,D,50,-,-,-,-
BFE35vchevD50xxxx,N1,OVC-HEV,D,50,-,-,-,35
BFE38vchevD50xxxx,N1,OVC-HEV,D,50,-,-,-,38
BFE01vchevD50xx0x,N1,OVC-HEV,D,50,-,0,-,-
BFE35vchevD50xx0x,N1,OVC-HEV,D,50,-,0,-,35
BFE38vchevD50xx0x,N1,OVC-HEV,D,50,-,0,-,38
BFE01vchevD50xx44,N1,OVC-HEV,D,50,-,44,-,-
BFE35vchevD50xx44,N1,OVC-HEV,D,50,-,44,-,35
BFE38vchevD50xx44,N1,OVC-HEV,D,50,-,44,-,38
BFE01vchevD0x40xx,N1,OVC-HEV,D,0,40,-,-,-
BFE35vchevD0x40xx,N1,OVC-HEV,D,0,40,-,-,35
BFE38vchevD0x40xx,N1,OVC-HEV,D,0,40,-,-,38
BFE01vchevD0x400x,N1,OVC-HEV,D,0,40,0,-,-
BFE35vchevD0x400x,N1,OVC-HEV,D,0,40,0,-,35
BFE38vchevD0x400x,N1,OVC-HEV,D,0,40,0,-,38
BFE01vchevD0x4044,N1,OVC-HEV,D,0,40,44,-,-
BFE35vchevD0x4044,N1,OVC-HEV,D,0,40,44,-,35
BFE38vchevD0x4044,N1,OVC-HEV,D,0,40,44,-,38
BFE01vchevD0xxxxx,N1,OVC-HEV,D,0,-,-,-,-
BFE35vchevD0xxxxx,N1,OVC-HEV,D,0,-,-,-,35
BFE38vchevD0xxxxx,N1,OVC-HEV,D,0,-,-,-,38
BFE01vchevD0xxx0x,N1,OVC-HEV,D,0,-,0,-,-
BFE35vchevD0xxx0x,N1,OVC-HEV,D,0,-,0,-,35
BFE38vchevD0xxx0x,N1,OVC-HEV,D,0,-,0,-,38
BFE01vchevD0xxx44,N1,OVC-HEV,D,0,-,44,-,-
BFE35vchevD0xxx44,N1,OVC-HEV,D,0,-,44,-,35
BFE38vchevD0xxx44,N1,OVC-HEV,D,0,-,44,-,38
BFE01vchevD4040xx,N1,OVC-HEV,D,40,40,-,-,-
BFE35vchevD4040xx,N1,OVC-HEV,D,40,40,-,-,35
BFE38vchevD4040xx,N1,OVC-HEV,D,40,40,-,-,38
BFE01vchevD40400x,N1,OVC-HEV,D,40,40,0,-,-
BFE35vchevD40400x,N1,OVC-HEV,D,40,40,0,-,35
BFE38vchevD40400x,N1,OVC-HEV,D,40,40,0,-,38
BFE01vchevD404044,N1,OVC-HEV,D,40,40,44,-,-
BFE35vchevD404044,N1,OVC-HEV,D,40,40,44,-,35
BFE38vchevD404044,N1,OVC-HEV,D,40,40,44,-,38
BFE01vchevD40xxxx,N1,OVC-HEV,D,40,-,-,-,-
BFE35vchevD40xxxx,N1,OVC-HEV,D,40,-,-,-,35
BFE38vchevD40xxxx,N1,OVC-HEV,D,40,-,-,-,38
BFE01vchevD40xx0x,N1,OVC-HEV,D,40,-,0,-,-
BFE35vchevD40xx0x,N1,OVC-HEV,D,40,-,0,-,35
BFE38vchevD40xx0x,N1,OVC-HEV,D,40,-,0,-,38
BFE01vchevD40xx44,N1,OVC-HEV,D,40,-,44,-,-
BFE35vchevD40xx44,N1,OVC-HEV,D,40,-,44,-,35
BFE38vchevD40xx44,N1,OVC-HEV,D,40,-,44,-,38
BFE01vchevD2040xx,N1,OVC-HEV,D,20,40,-,-,-
BFE35vchevD2040xx,N1,OVC-HEV,D,20,40,-,-,35
BFE38vchevD2040xx,N1,OVC-HEV,D,20,40,-,-,38
BFE01vchevD20400x,N1,OVC-HEV,D,20,40,0,-,-
BFE35vchevD20400x,N1,OVC-HEV,D,20,40,0,-,35
BFE38vchevD20400x,N1,OVC-HEV,D,20,40,0,-,38
BFE01vchevD204044,N1,OVC-HEV,D,20,40,44,-,-
BFE35vchevD204044,N1,OVC-HEV,D,20,40,44,-,35
BFE38vchevD204044,N1,OVC-HEV,D,20,40,44,-,38
BFE01vchevD20xxxx,N1,OVC-HEV,D,20,-,-,-,-
BFE35vchevD20xxxx,N1,OVC-HEV,D,20,-,-,-,35
BFE38vchevD20xxxx,N1,OVC-HEV,D,20,-,-,-,38
BFE01vchevD20xx0x,N1,OVC-HEV,D,20,-,0,-,-
BFE35vchevD20xx0x,N1,OVC-HEV,D,20,-,0,-,35
BFE38vchevD20xx0x,N1,OVC-HEV,D,20,-,0,-,38
BFE01vchevD20xx44,N1,OVC-HEV,D,20,-,44,-,-
BFE35vchevD20xx44,N1,OVC-HEV,D,20,-,44,-,35
BFE38vchevD20xx44,N1,OVC-HEV,D,20,-,44,-,38
BFE01nchevB1040xx,N1,NOVC-HEV,B,10,40,-,-,-
BFE35nchevB1040xx,N1,NOVC-HEV,B,10,40,-,-,35
BFE38nchevB1040xx,N1,NOVC-HEV,B,10,40,-,-,38
BFE01nchevB10400x,N1,NOVC-HEV,B,10,40,0,-,-
BFE35nchevB10400x,N1,NOVC-HEV,B,10,40,0,-,35
BFE38nchevB10400x,N1,NOVC-HEV,B,10,40,0,-,38
BFE01nchevB104044,N1,NOVC-HEV,B,10,40,44,-,-
BFE35nchevB104044,N1,NOVC-HEV,B,10,40,44,-,35
BFE38nchevB104044,N1,NOVC-HEV,B,10,40,44,-,38
BFE01nchevB10xxxx,N1,NOVC-HEV,B,10,-,-,-,-
BFE35nchevB10xxxx,N1,NOVC-HEV,B,10,-,-,-,35
BFE38nchevB10xxxx,N1,NOVC-HEV,B,10,-,-,-,38
BFE01nchevB10xx0x,N1,NOVC-HEV,B,10,-,0,-,-
BFE35nchevB10xx0x,N1,NOVC-HEV,B,10,-,0,-,35
BFE38nchevB10xx0x,N1,NOVC-HEV,B,10,-,0,-,38
BFE01nchevB10xx44,N1,NOVC-HEV,B,10,-,44,-,-
BFE35nchevB10xx44,N1,NOVC-HEV,B,10,-,44,-,35
BFE38nchevB10xx44,N1,NOVC-HEV,B,10,-,44,-,38
BFE01nchevB5040xx,N1,NOVC-HEV,B,50,40,-,-,-
BFE35nchevB5040xx,N1,NOVC-HEV,B,50,40,-,-,35
BFE38nchevB5040xx,N1,NOVC-HEV,B,50,40,-,-,38
BFE01nchevB50400x,N1,NOVC-HEV,B,50,40,0,-,-
BFE35nchevB50400x,N1,NOVC-HEV,B,50,40,0,-,35
BFE38nchevB50400x,N1,NOVC-HEV,B,50,40,0,-,38
BFE01nchevB504044,N1,NOVC-HEV,B,50,40,44,-,-
BFE35nchevB504044,N1,NOVC-HEV,B,50,40,44,-,35
BFE38nchevB504044,N1,NOVC-HEV,B,50,40,44,-,38
BFE01nchevB50xxxx,N1,NOVC-HEV,B,50,-,-,-,-
BFE35nchevB50xxxx,N1,NOVC-HEV,B,50,-,-,-,35
BFE38nchevB50xxxx,N1,NOVC-HEV,B,50,-,-,-,38
BFE01nchevB50xx0x,N1,NOVC-HEV,B,50,-,0,-,-
BFE35nchevB50xx0x,N1,NOVC-HEV,B,50,-,0,-,35
BFE38nchevB50xx0x,N1,NOVC-HEV,B,50,-,0,-,38
BFE01nchevB50xx44,N1,NOVC-HEV,B,50,-,44,-,-
BFE35nchevB50xx44,N1,NOVC-HEV,B,50,-,44,-,35
BFE38nchevB50xx44,N1,NOVC-HEV,B,50,-,44,-,38
BFE01nchevB0x40xx,N1,NOVC-HEV,B,0,40,-,-,-
BFE35nchevB0x40xx,N1,NOVC-HEV,B,0,40,-,-,35
BFE38nchevB0x40xx,N1,NOVC-HEV,B,0,40,-,-,38
BFE01nchevB0x400x,N1,NOVC-HEV,B,0,40,0,-,-
BFE35nchevB0x400x,N1,NOVC-HEV,B,0,40,0,-,35
BFE38nchevB0x400x,N1,NOVC-HEV,B,0,40,0,-,38
BFE01nchevB0x4044,N1,NOVC-HEV,B,0,40,44,-,-
BFE35nchevB0x4044,N1,NOVC-HEV,B,0,40,44,-,35
BFE38nchevB0x4044,N1,NOVC-HEV,B,0,40,44,-,38
BFE01nchevB0xxxxx,N1,NOVC-HEV,B,0,-,-,-,-
BFE35nchevB0xxxxx,N1,NOVC-HEV,B,0,-,-,-,35
BFE38nchevB0xxxxx,N1,NOVC-HEV,B,0,-,-,-,38
BFE01nchevB0xxx0x,N1,NOVC-HEV,B,0,-,0,-,-
BFE35nchevB0xxx0x,N1,NOVC-HEV,B,0,-,0,-,35
BFE38nchevB0xxx0x,N1,NOVC-HEV,B,0,-,0,-,38
BFE01nchevB0xxx44,N1,NOVC-HEV,B,0,-,44,-,-
BFE35nchevB0xxx44,N1,NOVC-HEV,B,0,-,44,-,35
BFE38nchevB0xxx44,N1,NOVC-HEV,B,0,-,44,-,38
BFE01nchevB4040xx,N1,NOVC-HEV,B,40,40,-,-,-
BFE35nchevB4040xx,N1,NOVC-HEV,B,40,40,-,-,35
BFE38nchevB4040xx,N1,NOVC-HEV,B,40,40,-,-,38
BFE01nchevB40400x,N1,NOVC-HEV,B,40,40,0,-,-
BFE35nchevB40400x,N1,NOVC-HEV,B,40,40,0,-,35
BFE38nchevB40400x,N1,NOVC-HEV,B,40,40,0,-,38
BFE01nchevB404044,N1,NOVC-HEV,B,40,40,44,-,-
BFE35nchevB404044,N1,NOVC-HEV,B,40,40,44,-,35
BFE38nchevB404044,N1,NOVC-HEV,B,40,40,44,-,38
BFE01nchevB40xxxx,N1,NOVC-HEV,B,40,-,-,-,-
BFE35nchevB40xxxx,N1,NOVC-HEV,B,40,-,-,-,35
BFE38nchevB40xxxx,N1,NOVC-HEV,B,40,-,-,-,38
BFE01nchevB40xx0x,N1,NOVC-HEV,B,40,-,0,-,-
BFE35nchevB40xx0x,N1,NOVC-HEV,B,40,-,0,-,35
BFE38nchevB40xx0x,N1,NOVC-HEV,B,40,-,0,-,38
BFE01nchevB40xx44,N1,NOVC-HEV,B,40,-,44,-,-
BFE35nchevB40xx44,N1,NOVC-HEV,B,40,-,44,-,35
BFE38nchevB40xx44,N1,NOVC-HEV,B,40,-,44,-,38
BFE01nchevB2040xx,N1,NOVC-HEV,B,20,40,-,-,-
BFE35nchevB2040xx,N1,NOVC-HEV,B,20,40,-,-,35
BFE38nchevB2040xx,N1,NOVC-HEV,B,20,40,-,-,38
BFE01nchevB20400x,N1,NOVC-HEV,B,20,40,0,-,-
BFE35nchevB20400x,N1,NOVC-HEV,B,20,40,0,-,35
BFE38nchevB20400x,N1,NOVC-HEV,B,20,40,0,-,38
BFE01nchevB204044,N1,NOVC-HEV,B,20,40,44,-,-
BFE35nchevB204044,N1,NOVC-HEV,B,20,40,44,-,35
BFE38nchevB204044,N1,NOVC-HEV,B,20,40,44,-,38
BFE01nchevB20xxxx,N1,NOVC-HEV,B,20,-,-,-,-
BFE35nchevB20xxxx,N1,NOVC-HEV,B,20,-,-,-,35
BFE38nchevB20xxxx,N1,NOVC-HEV,B,20,-,-,-,38
BFE01nchevB20xx0x,N1,NOVC-HEV,B,20,-,0,-,-
BFE35nchevB20xx0x,N1,NOVC-HEV,B,20,-,0,-,35
BFE38nchevB20xx0x,N1,NOVC-HEV,B,20,-,0,-,38
BFE01nchevB20xx44,N1,NOVC-HEV,B,20,-,44,-,-
BFE35nchevB20xx44,N1,NOVC-HEV,B,20,-,44,-,35
BFE38nchevB20xx44,N1,NOVC-HEV,B,20,-,44,-,38
BFE01nchevT1040xx,N1,NOVC-HEV,T,10,40,-,0,-
BFE35nchevT1040xx,N1,NOVC-HEV,T,10,40,-,0,35
BFE38nchevT1040xx,N1,NOVC-HEV,T,10,40,-,0,38
BFE01nchevT10400x,N1,NOVC-HEV,T,10,40,0,0,-
BFE35nchevT10400x,N1,NOVC-HEV,T,10,40,0,0,35
BFE38nchevT10400x,N1,NOVC-HEV,T,10,40,0,0,38
BFE01nchevT104044,N1,NOVC-HEV,T,10,40,44,0,-
BFE35nchevT104044,N1,NOVC-HEV,T,10,40,44,0,35
BFE38nchevT104044,N1,NOVC-HEV,T,10,40,44,0,38
BFE01nchevT10xxxx,N1,NOVC-HEV,T,10,-,-,0,-
BFE35nchevT10xxxx,N1,NOVC-HEV,T,10,-,-,0,35
BFE38nchevT10xxxx,N1,NOVC-HEV,T,10,-,-,0,38
BFE01nchevT10xx0x,N1,NOVC-HEV,T,10,-,0,0,-
BFE35nchevT10xx0x,N1,NOVC-HEV,T,10,-,0,0,35
BFE38nchevT10xx0x,N1,NOVC-HEV,T,10,-,0,0,38
BFE01nchevT10xx44,N1,NOVC-HEV,T,10,-,44,0,-
BFE35nchevT10xx44,N1,NOVC-HEV,T,10,-,44,0,35
BFE38nchevT10xx44,N1,NOVC-HEV,T,10,-,44,0,38
BFE01nchevT5040xx,N1,NOVC-HEV,T,50,40,-,0,-
BFE35nchevT5040xx,N1,NOVC-HEV,T,50,40,-,0,35
BFE38nchevT5040xx,N1,NOVC-HEV,T,50,40,-,0,38
BFE01nchevT50400x,N1,NOVC-HEV,T,50,40,0,0,-
BFE35nchevT50400x,N1,NOVC-HEV,T,50,40,0,0,35
BFE38nchevT50400x,N1,NOVC-HEV,T,50,40,0,0,38
BFE01nchevT504044,N1,NOVC-HEV,T,50,40,44,0,-
BFE35nchevT504044,N1,NOVC-HEV,T,50,40,44,0,35
BFE38nchevT504044,N1,NOVC-HEV,T,50,40,44,0,38
BFE01nchevT50xxxx,N1,NOVC-HEV,T,50,-,-,0,-
BFE35nchevT50xxxx,N1,NOVC-HEV,T,50,-,-,0,35
BFE38nchevT50xxxx,N1,NOVC-HEV,T,50,-,-,0,38
BFE01nchevT50xx0x,N1,NOVC-HEV,T,50,-,0,0,-
BFE35nchevT50xx0x,N1,NOVC-HEV,T,50,-,0,0,35
BFE38nchevT50xx0x,N1,NOVC-HEV,T,50,-,0,0,38
BFE01nchevT50xx44,N1,NOVC-HEV,T,50,-,44,0,-
BFE35nchevT50xx44,N1,NOVC-HEV,T,50,-,44,0,35
BFE38nchevT50xx44,N1,NOVC-HEV,T,50,-,44,0,38
BFE01nchevT0x40xx,N1,NOVC-HEV,T,0,40,-,0,-
BFE35nchevT0x40xx,N1,NOVC-HEV,T,0,40,-,0,35
BFE38nchevT0x40xx,N1,NOVC-HEV,T,0,40,-,0,38
BFE01nchevT0x400x,N1,NOVC-HEV,T,0,40,0,0,-
BFE35nchevT0x400x,N1,NOVC-HEV,T,0,40,0,0,35
BFE38nchevT0x400x,N1,NOVC-HEV,T,0,40,0,0,38
BFE01nchevT0x4044,N1,NOVC-HEV,T,0,40,44,0,-
BFE35nchevT0x4044,N1,NOVC-HEV,T,0,40,44,0,35
BFE38nchevT0x4044,N1,NOVC-HEV,T,0,40,44,0,38
BFE01nchevT0xxxxx,N1,NOVC-HEV,T,0,-,-,0,-
BFE35nchevT0xxxxx,N1,NOVC-HEV,T,0,-,-,0,35
BFE38nchevT0xxxxx,N1,NOVC-HEV,T,0,-,-,0,38
BFE01nchevT0xxx0x,N1,NOVC-HEV,T,0,-,0,0,-
BFE35nchevT0xxx0x,N1,NOVC-HEV,T,0,-,0,0,35
BFE38nchevT0xxx0x,N1,NOVC-HEV,T,0,-,0,0,38
BFE01nchevT0xxx44,N1,NOVC-HEV,T,0,-,44,0,-
BFE35nchevT0xxx44,N1,NOVC-HEV,T,0,-,44,0,35
BFE38nchevT0xxx44,N1,NOVC-HEV,T,0,-,44,0,38
BFE01nchevT4040xx,N1,NOVC-HEV,T,40,40,-,0,-
BFE35nchevT4040xx,N1,NOVC-HEV,T,40,40,-,0,35
BFE38nchevT4040xx,N1,NOVC-HEV,T,40,40,-,0,38
BFE01nchevT40400x,N1,NOVC-HEV,T,40,40,0,0,-
BFE35nchevT40400x,N1,NOVC-HEV,T,40,40,0,0,35
BFE38nchevT40400x,N1,NOVC-HEV,T,40,40,0,0,38
BFE01nchevT404044,N1,NOVC-HEV,T,40,40,44,0,-
BFE35nchevT404044,N1,NOVC-HEV,T,40,40,44,0,35
BFE38nchevT404044,N1,NOVC-HEV,T,40,40,44,0,38
BFE01nchevT40xxxx,N1,NOVC-HEV,T,40,-,-,0,-
BFE35nchevT40xxxx,N1,NOVC-HEV,T,40,-,-,0,35
BFE38nchevT40xxxx,N1,NOVC-HEV,T,40,-,-,0,38
BFE01nchevT40xx0x,N1,NOVC-HEV,T,40,-,0,0,-
BFE35nchevT40xx0x,N1,NOVC-HEV,T,40,-,0,0,35
BFE38nchevT40xx0x,N1,NOVC-HEV,T,40,-,0,0,38
BFE01nchevT40xx44,N1,NOVC-HEV,T,40,-,44,0,-
BFE35nchevT40xx44,N1,NOVC-HEV,T,40,-,44,0,35
BFE38nchevT40xx44,N1,NOVC-HEV,T,40,-,44,0,38
BFE01nchevT2040xx,N1,NOVC-HEV,T,20,40,-,0,-
BFE35nchevT2040xx,N1,NOVC-HEV,T,20,40,-,0,35
BFE38nchevT2040xx,N1,NOVC-HEV,T,20,40,-,0,38
BFE01nchevT20400x,N1,NOVC-HEV,T,20,40,0,0,-
BFE35nchevT20400x,N1,NOVC-HEV,T,20,40,0,0,35
BFE38nchevT20400x,N1,NOVC-HEV,T,20,40,0,0,38
BFE01nchevT204044,N1,NOVC-HEV,T,20,40,44,0,-
BFE35nchevT204044,N1,NOVC-HEV,T,20,40,44,0,35
BFE38nchevT204044,N1,NOVC-HEV,T,20,40,44,0,38
BFE01nchevT20xxxx,N1,NOVC-HEV,T,20,-,-,0,-
BFE35nchevT20xxxx,N1,NOVC-HEV,T,20,-,-,0,35
BFE38nchevT20xxxx,N1,NOVC-HEV,T,20,-,-,0,38
BFE01nchevT20xx0x,N1,NOVC-HEV,T,20,-,0,0,-
BFE35nchevT20xx0x,N1,NOVC-HEV,T,20,-,0,0,35
BFE38nchevT20xx0x,N1,NOVC-HEV,T,20,-,0,0,38
BFE01nchevT20xx44,N1,NOVC-HEV,T,20,-,44,0,-
BFE35nchevT20xx44,N1,NOVC-HEV,T,20,-,44,0,35
BFE38nchevT20xx44,N1,NOVC-HEV,T,20,-,44,0,38
BFE01nchevM1040xx,N1,NOVC-HEV,M,10,40,-,-,-
BFE35nchevM1040xx,N1,NOVC-HEV,M,10,40,-,-,35
BFE38nchevM1040xx,N1,NOVC-HEV,M,10,40,-,-,38
BFE01nchevM10400x,N1,NOVC-HEV,M,10,40,0,-,-
BFE35nchevM10400x,N1,NOVC-HEV,M,10,40,0,-,35
BFE38nchevM10400x,N1,NOVC-HEV,M,10,40,0,-,38
BFE01nchevM104044,N1,NOVC-HEV,M,10,40,44,-,-
BFE35nchevM104044,N1,NOVC-HEV,M,10,40,44,-,35
BFE38nchevM104044,N1,NOVC-HEV,M,10,40,44,-,38
BFE01nchevM10xxxx,N1,NOVC-HEV,M,10,-,-,-,-
BFE35nchevM10xxxx,N1,NOVC-HEV,M,10,-,-,-,35
BFE38nchevM10xxxx,N1,NOVC-HEV,M,10,-,-,-,38
BFE01nchevM10xx0x,N1,NOVC-HEV,M,10,-,0,-,-
BFE35nchevM10xx0x,N1,NOVC-HEV,M,10,-,0,-,35
BFE38nchevM10xx0x,N1,NOVC-HEV,M,10,-,0,-,38
BFE01nchevM10xx44,N1,NOVC-HEV,M,10,-,44,-,-
BFE35nchevM10xx44,N1,NOVC-HEV,M,10,-,44,-,35
BFE38nchevM10xx44,N1,NOVC-HEV,M,10,-,44,-,38
BFE01nchevM5040xx,N1,NOVC-HEV,M,50,40,-,0,-
BFE35nchevM5040xx,N1,NOVC-HEV,M,50,40,-,0,35
BFE38nchevM5040xx,N1,NOVC-HEV,M,50,40,-,0,38
BFE01nchevM50400x,N1,NOVC-HEV,M,50,40,0,0,-
BFE35nchevM50400x,N1,NOVC-HEV,M,50,40,0,0,35
BFE38nchevM50400x,N1,NOVC-HEV,M,50,40,0,0,38
BFE01nchevM504044,N1,NOVC-HEV,M,50,40,44,0,-
BFE35nchevM504044,N1,NOVC-HEV,M,50,40,44,0,35
BFE38nchevM504044,N1,NOVC-HEV,M,50,40,44,0,38
BFE01nchevM50xxxx,N1,NOVC-HEV,M,50,-,-,0,-
BFE35nchevM50xxxx,N1,NOVC-HEV,M,50,-,-,0,35
BFE38nchevM50xxxx,N1,NOVC-HEV,M,50,-,-,0,38
BFE01nchevM50xx0x,N1,NOVC-HEV,M,50,-,0,0,-
BFE35nchevM50xx0x,N1,NOVC-HEV,M,50,-,0,0,35
BFE38nchevM50xx0x,N1,NOVC-HEV,M,50,-,0,0,38
BFE01nchevM50xx44,N1,NOVC-HEV,M,50,-,44,0,-
BFE35nchevM50xx44,N1,NOVC-HEV,M,50,-,44,0,35
BFE38nchevM50xx44,N1,NOVC-HEV,M,50,-,44,0,38
BFE01nchevM0x40xx,N1,NOVC-HEV,M,0,40,-,-,-
BFE35nchevM0x40xx,N1,NOVC-HEV,M,0,40,-,-,35
BFE38nchevM0x40xx,N1,NOVC-HEV,M,0,40,-,-,38
BFE01nchevM0x400x,N1,NOVC-HEV,M,0,40,0,-,-
BFE35nchevM0x400x,N1,NOVC-HEV,M,0,40,0,-,35
BFE38nchevM0x400x,N1,NOVC-HEV,M,0,40,0,-,38
BFE01nchevM0x4044,N1,NOVC-HEV,M,0,40,44,-,-
BFE35nchevM0x4044,N1,NOVC-HEV,M,0,40,44,-,35
BFE38nchevM0x4044,N1,NOVC-HEV,M,0,40,44,-,38
BFE01nchevM0xxxxx,N1,NOVC-HEV,M,0,-,-,-,-
BFE35nchevM0xxxxx,N1,NOVC-HEV,M,0,-,-,-,35
BFE38nchevM0xxxxx,N1,NOVC-HEV,M,0,-,-,-,38
BFE01nchevM0xxx0x,N1,NOVC-HEV,M,0,-,0,-,-
BFE35nchevM0xxx0x,N1,NOVC-HEV,M,0,-,0,-,35
BFE38nchevM0xxx0x,N1,NOVC-HEV,M,0,-,0,-,38
BFE01nchevM0xxx44,N1,NOVC-HEV,M,0,-,44,-,-
BFE35nchevM0xxx44,N1,NOVC-HEV,M,0,-,44,-,35
BFE38nchevM0xxx44,N1,NOVC-HEV,M,0,-,44,-,38
BFE01nchevM4040xx,N1,NOVC-HEV,M,40,40,-,-,-
BFE35nchevM4040xx,N1,NOVC-HEV,M,40,40,-,-,35
BFE38nchevM4040xx,N1,NOVC-HEV,M,40,40,-,-,38
BFE01nchevM40400x,N1,NOVC-HEV,M,40,40,0,-,-
BFE35nchevM40400x,N1,NOVC-HEV,M,40,40,0,-,35
BFE38nchevM40400x,N1,NOVC-HEV,M,40,40,0,-,38
BFE01nchevM404044,N1,NOVC-HEV,M,40,40,44,-,-
BFE35nchevM404044,N1,NOVC-HEV,M,40,40,44,-,35
BFE38nchevM404044,N1,NOVC-HEV,M,40,40,44,-,38
BFE01nchevM40xxxx,N1,NOVC-HEV,M,40,-,-,-,-
BFE35nchevM40xxxx,N1,NOVC-HEV,M,40,-,-,-,35
BFE38nchevM40xxxx,N1,NOVC-HEV,M,40,-,-,-,38
BFE01nchevM40xx0x,N1,NOVC-HEV,M,40,-,0,-,-
BFE35nchevM40xx0x,N1,NOVC-HEV,M,40,-,0,-,35
BFE38nchevM40xx0x,N1,NOVC-HEV,M,40,-,0,-,38
BFE01nchevM40xx44,N1,NOVC-HEV,M,40,-,44,-,-
BFE35nchevM40xx44,N1,NOVC-HEV,M,40,-,44,-,35
BFE38nchevM40xx44,N1,NOVC-HEV,M,40,-,44,-,38
BFE01nchevM2040xx,N1,NOVC-HEV,M,20,40,-,-,-
BFE35nchevM2040xx,N1,NOVC-HEV,M,20,40,-,-,35
BFE38nchevM2040xx,N1,NOVC-HEV,M,20,40,-,-,38
BFE01nchevM20400x,N1,NOVC-HEV,M,20,40,0,-,-
BFE35nchevM20400x,N1,NOVC-HEV,M,20,40,0,-,35
BFE38nchevM20400x,N1,NOVC-HEV,M,20,40,0,-,38
BFE01nchevM204044,N1,NOVC-HEV,M,20,40,44,-,-
BFE35nchevM204044,N1,NOVC-HEV,M,20,40,44,-,35
BFE38nchevM204044,N1,NOVC-HEV,M,20,40,44,-,38
BFE01nchevM20xxxx,N1,NOVC-HEV,M,20,-,-,-,-
BFE35nchevM20xxxx,N1,NOVC-HEV,M,20,-,-,-,35
BFE38nchevM20xxxx,N1,NOVC-HEV,M,20,-,-,-,38
BFE01nchevM20xx0x,N1,NOVC-HEV,M,20,-,0,-,-
BFE35nchevM20xx0x,N1,NOVC-HEV,M,20,-,0,-,35
BFE38nchevM20xx0x,N1,NOVC-HEV,M,20,-,0,-,38
BFE01nchevM20xx44,N1,NOVC-HEV,M,20,-,44,-,-
BFE35nchevM20xx44,N1,NOVC-HEV,M,20,-,44,-,35
BFE38nchevM20xx44,N1,NOVC-HEV,M,20,-,44,-,38
BFE01nchevx1040xx,N1,NOVC-HEV,-,10,40,-,-,-
BFE35nchevx1040xx,N1,NOVC-HEV,-,10,40,-,-,35
BFE38nchevx1040xx,N1,NOVC-HEV,-,10,40,-,-,38
BFE01nchevx10400x,N1,NOVC-HEV,-,10,40,0,-,-
BFE35nchevx10400x,N1,NOVC-HEV,-,10,40,0,-,35
BFE38nchevx10400x,N1,NOVC-HEV,-,10,40,0,-,38
BFE01nchevx104044,N1,NOVC-HEV,-,10,40,44,-,-
BFE35nchevx104044,N1,NOVC-HEV,-,10,40,44,-,35
BFE38nchevx104044,N1,NOVC-HEV,-,10,40,44,-,38
BFE01nchevx10xxxx,N1,NOVC-HEV,-,10,-,-,-,-
BFE35nchevx10xxxx,N1,NOVC-HEV,-,10,-,-,-,35
BFE38nchevx10xxxx,N1,NOVC-HEV,-,10,-,-,-,38
BFE01nchevx10xx0x,N1,NOVC-HEV,-,10,-,0,-,-
BFE35nchevx10xx0x,N1,NOVC-HEV,-,10,-,0,-,35
BFE38nchevx10xx0x,N1,NOVC-HEV,-,10,-,0,-,38
BFE01nchevx10xx44,N1,NOVC-HEV,-,10,-,44,-,-
BFE35nchevx10xx44,N1,NOVC-HEV,-,10,-,44,-,35
BFE38nchevx10xx44,N1,NOVC-HEV,-,10,-,44,-,38
BFE01nchevx5040xx,N1,NOVC-HEV,-,50,40,-,-,-
BFE35nchevx5040xx,N1,NOVC-HEV,-,50,40,-,-,35
BFE38nchevx5040xx,N1,NOVC-HEV,-,50,40,-,-,38
BFE01nchevx50400x,N1,NOVC-HEV,-,50,40,0,-,-
BFE35nchevx50400x,N1,NOVC-HEV,-,50,40,0,-,35
BFE38nchevx50400x,N1,NOVC-HEV,-,50,40,0,-,38
BFE01nchevx504044,N1,NOVC-HEV,-,50,40,44,-,-
